,Action,Epsilon,Error,Max V,Mean V,Reward,State,Time
37,,0.01,0.031589540699214824,2.589074799350494,1.0401066668829368,2.589074799350494,,0.003000020980834961
38,,0.01,0.030655983738879566,2.594946088236403,1.0529302021985774,2.594946088236403,,0.003000020980834961
39,,0.01,0.029746642860270178,2.6006242347895956,1.0656546583542457,2.6006242347895956,,0.003000020980834961
40,,0.01,0.028861530899402688,2.6061179732231636,1.0782435709777864,2.6061179732231636,,0.003000020980834961
41,,0.01,0.028000522573338626,2.6114352392990945,1.0906847126059769,2.6114352392990945,,0.003000020980834961
42,,0.01,0.027163383546935815,2.6165877039513403,1.1029671913575054,2.6165877039513403,,0.003000020980834961
43,,0.01,0.026351265149809677,2.6215923459121555,1.1150833072518034,2.6215923459121555,,0.003000020980834961
44,,0.01,0.025643774851984213,2.6264569322322,1.1270267529983813,2.6264569322322,,0.003000020980834961
45,,0.01,0.02531718639555436,2.6311915855511288,1.1387924378534215,2.6311915855511288,,0.003999948501586914
46,,0.01,0.0249706500383855,2.6358023523738536,1.1503761044258116,2.6358023523738536,,0.003999948501586914
47,,0.01,0.024721141161791804,2.640295784637224,1.161774265454889,2.640295784637224,,0.003999948501586914
48,,0.01,0.024621851752886892,2.644676665763013,1.1729840724655265,2.644676665763013,,0.003999948501586914
49,,0.01,0.02460574345110067,2.6489496866132862,1.1840032790896924,2.6489496866132862,,0.003999948501586914
50,,0.01,0.024565284089772765,2.6531186861980367,1.1948301755394086,2.6531186861980367,,0.003999948501586914
51,,0.01,0.024481146554409694,2.6571872792605378,1.2054635538976433,2.6571872792605378,,0.003999948501586914
52,,0.01,0.024357818846763024,2.6611586204691675,1.2159026626179186,2.6611586204691675,,0.003999948501586914
53,,0.01,0.02419945304052007,2.6650356515279148,1.2261471720918824,2.6650356515279148,,0.003999948501586914
54,,0.01,0.02400987492742379,2.6688210399098073,1.2361971371216653,2.6688210399098073,,0.003999948501586914
55,,0.01,0.02379260370326386,2.672517283721735,1.2460529642446394,2.672517283721735,,0.003999948501586914
56,,0.01,0.023550869417499953,2.676126704849211,1.2557153790589624,2.676126704849211,,0.003999948501586914
57,,0.01,0.023287632818120185,2.6796514979076225,1.2651853964075506,2.6796514979076225,,0.003999948501586914
58,,0.01,0.02300560350801195,2.6830937376761193,1.2744642917303048,2.6830937376761193,,0.003999948501586914
59,,0.01,0.02270725816273389,2.68645540435453,1.2835535745801248,2.68645540435453,,0.003999948501586914
60,,0.01,0.02239485743754832,2.6897383927151965,1.292454963680238,2.6897383927151965,,0.003999948501586914
61,,0.01,0.02207046222021991,2.692944526300738,1.3011703638341348,2.692944526300738,,0.003999948501586914
62,,0.01,0.02173594877765561,2.6960755649503025,1.3097018444226871,2.6960755649503025,,0.003999948501586914
63,,0.01,0.02139302305528412,2.699133213281864,1.3180516195471335,2.699133213281864,,0.003999948501586914
64,,0.01,0.021043233997669164,2.702119126159038,1.3262220296711642,2.702119126159038,,0.003999948501586914
65,,0.01,0.020687986009554793,2.7050349139520016,1.3342155247283545,2.7050349139520016,,0.003999948501586914
66,,0.01,0.020328550539779444,2.7078821462979583,1.342034648588927,2.7078821462979583,,0.003999948501586914
67,,0.01,0.019966076859109894,2.7106623554345393,1.3496820248204173,2.7106623554345393,,0.005000114440917969
68,,0.01,0.01960160205494077,2.7133770387199547,1.3571603436527875,2.7133770387199547,,0.005000114440917969
69,,0.01,0.01923606029667213,2.7160276607744045,1.3644723500746299,2.7160276607744045,,0.005000114440917969
70,,0.01,0.018870291408046302,2.7186156551531924,1.3716208329807489,2.7186156551531924,,0.005000114440917969
71,,0.01,0.01850504879273429,2.721142425742198,1.378608615299364,2.721142425742198,,0.005000114440917969
72,,0.01,0.018141006752278033,2.723609347874869,1.3854385450273359,2.723609347874869,,0.005000114440917969
73,,0.01,0.0177787672378813,2.7260177692626706,1.3921134871070664,2.7260177692626706,,0.005000114440917969
74,,0.01,0.017418866073772854,2.7283690107587466,1.398636316081231,2.7283690107587466,,0.005000114440917969
75,,0.01,0.01706177868945913,2.7306643670032873,1.4050099094657629,2.7306643670032873,,0.005000114440917969
76,,0.01,0.016707925395554213,2.7329051069704695,1.4112371417847547,2.7329051069704695,,0.005000114440917969
77,,0.01,0.016357676236463004,2.735092474444307,1.4173208792147225,2.735092474444307,,0.005000114440917969
78,,0.01,0.016011355451008402,2.7372276884385545,1.423263974789007,2.7372276884385545,,0.005000114440917969
79,,0.01,0.015669245570365087,2.739311943576665,1.4290692641165088,2.739311943576665,,0.005000114440917969
80,,0.01,0.015331591180720139,2.7413464104421026,1.4347395615721081,2.7413464104421026,,0.005000114440917969
81,,0.01,0.01499860237634043,2.7433322359084644,1.4402776569191915,2.7433322359084644,,0.005000114440917969
82,,0.01,0.014670457926959646,2.7452705434559315,1.4456863123275947,2.7452705434559315,,0.005000114440917969
83,,0.01,0.014347308181767104,2.7471624334795273,1.4509682597529912,2.7471624334795273,,0.005000114440917969
84,,0.01,0.014029277730693845,2.7490089835930305,1.4561261986463374,2.7490089835930305,,0.005000114440917969
85,,0.01,0.013716467842205926,2.750811248931558,1.461162793964378,2.750811248931558,,0.005000114440917969
86,,0.01,0.01340895869540848,2.752570262454878,1.4660806744544757,2.752570262454878,,0.005000114440917969
87,,0.01,0.013106811422943343,2.7542870352529265,1.470882431189131,2.7542870352529265,,0.005000114440917969
88,,0.01,0.012810069979916294,2.755962556854456,1.4755706163275095,2.755962556854456,,0.006000041961669922
89,,0.01,0.012518762852944176,2.7575977955393394,1.480147742083115,2.7575977955393394,,0.006000041961669922
90,,0.01,0.01223290462231974,2.7591936986547427,1.4846162798784426,2.7591936986547427,,0.006000041961669922
91,,0.01,0.011952497389286165,2.760751192935156,1.4889786596689942,2.760751192935156,,0.006000041961669922
92,,0.01,0.011677532079485742,2.7622711848260684,1.493237269420511,2.7622711848260684,,0.006000041961669922
93,,0.01,0.011407989632767013,2.7637545608109644,1.4973944547245912,2.7637545608109644,,0.006000041961669922
94,,0.01,0.011143842088733535,2.76520218774122,1.5014525185391234,2.76520218774122,,0.006000041961669922
95,,0.01,0.010885053576674242,2.7666149131684126,1.5054137210410865,2.7666149131684126,,0.006000041961669922
96,,0.01,0.010631581217812158,2.767993565678533,1.5092802795803353,2.767993565678533,,0.006000041961669922
97,,0.01,0.010383375947195184,2.7693389552275596,1.513054368723952,2.7693389552275596,,0.006000041961669922
98,,0.01,0.010140383261928676,2.7706518734778536,1.5167381203816448,2.7706518734778536,,0.006000041961669922
99,,0.01,0.009902543901934457,2.7719330941348512,1.5203336240034857,2.7719330941348512,,0.006000041961669922
