,Action,Alpha,Epsilon,Error,Max V,Mean V,Reward,State,Time
21,0,0.08097278682212583,0.8097278682212583,0.31215702334748613,1.761301161957124,1.0322977975864418,4.0,1,0.003000020980834961
22,1,0.08016305895390458,0.8016305895390458,0.10888014260633062,1.761301161957124,1.0322977975864418,2.0,1,0.003000020980834961
23,0,0.07936142836436554,0.7936142836436553,0.10173155895849734,1.761301161957124,1.0831635770656904,0.0,0,0.003000020980834961
24,0,0.07856781408072187,0.7856781408072188,0.30043309809960683,2.0617342600567308,1.2333801261154937,4.0,1,0.003000020980834961
25,0,0.07778213593991465,0.7778213593991465,0.2950919343108874,2.3568261943676183,1.3809260932709375,4.0,1,0.003000020980834961
26,0,0.0770043145805155,0.7700431458051551,0.2898686797537937,2.646694874121412,1.5258604331478343,4.0,1,0.003000020980834961
27,0,0.07623427143471034,0.7623427143471035,0.2847602001949786,2.9314550743163905,1.6682405332453236,4.0,1,0.003000020980834961
28,1,0.07547192872036323,0.7547192872036325,0.10120118783565679,2.9314550743163905,1.6682405332453236,2.0,1,0.003000020980834961
29,0,0.0747172094331596,0.7471720943315961,0.16686471657527938,2.9314550743163905,1.7516728915329633,0.0,0,0.003000020980834961
30,0,0.073970037338828,0.7397003733882802,0.274196165224884,3.2056512395412744,1.8887709741454053,4.0,1,0.003000020980834961
31,1,0.07323033696543972,0.7323033696543974,0.1017820177494473,3.2056512395412744,1.8887709741454053,2.0,1,0.003000020980834961
32,0,0.07249803359578533,0.7249803359578534,0.16770211831852944,3.2056512395412744,1.97262203330467,0.0,0,0.003999948501586914
33,1,0.07177305325982747,0.7177305325982748,0.10328419317828504,3.2056512395412744,1.97262203330467,2.0,1,0.003999948501586914
34,1,0.0710553227272292,0.7105532272722921,0.04629576038312155,3.2056512395412744,1.97262203330467,0.0,0,0.003999948501586914
35,1,0.07034476949995691,0.7034476949995692,0.042576138186314415,3.2056512395412744,1.97262203330467,0.0,0,0.003999948501586914
36,0,0.06964132180495734,0.6964132180495735,0.14941498853613355,3.2056512395412744,2.047329527572737,0.0,0,0.003999948501586914
37,1,0.06894490858690777,0.6894490858690777,0.10136472705950429,3.2056512395412744,2.047329527572737,2.0,1,0.003999948501586914
38,1,0.06825545950103869,0.682554595010387,0.04758408025934467,3.2056512395412744,2.047329527572737,0.0,0,0.003999948501586914
39,0,0.0675729049060283,0.6757290490602831,0.13488080914973438,3.2056512395412744,2.114769932147604,0.0,0,0.003999948501586914
40,0,0.06689717585696801,0.6689717585696803,0.24614380195710206,3.4517950414983765,2.237841833126155,4.0,1,0.003999948501586914
41,0,0.06622820409839833,0.6622820409839835,0.24205219774217393,3.6938472392405504,2.358867931997242,4.0,1,0.003999948501586914
42,0,0.06556592205741435,0.6556592205741436,0.2380446382116533,3.9318918774522036,2.4778902511030685,4.0,1,0.003999948501586914
43,1,0.0649102628368402,0.6491026283684022,0.09673290119635612,3.9318918774522036,2.4778902511030685,2.0,1,0.004999876022338867
44,0,0.06426116020847181,0.6426116020847181,0.16160486952246614,3.9318918774522036,2.5586926858643015,0.0,0,0.004999876022338867
45,0,0.06361854860638709,0.6361854860638709,0.22946006897347324,4.161351946425677,2.6734227203510383,4.0,1,0.004999876022338867
46,1,0.06298236312032322,0.6298236312032323,0.09692780150594071,4.161351946425677,2.6734227203510383,2.0,1,0.004999876022338867
47,0,0.06235253948911999,0.6235253948912,0.159605245494906,4.161351946425677,2.7532253430984914,0.0,0,0.004999876022338867
48,1,0.06172901409422879,0.617290140942288,0.09788272763449078,4.161351946425677,2.7532253430984914,2.0,1,0.004999876022338867
49,0,0.061111723953286505,0.6111172395328651,0.14667534940537616,4.161351946425677,2.8265630178011794,0.0,0,0.004999876022338867
50,0,0.06050060671375364,0.6050060671375365,0.21682599510419326,4.37817794152987,2.934976015353276,4.0,1,0.004999876022338867
51,1,0.0598956006466161,0.5989560064661611,0.09701945531384039,4.37817794152987,2.934976015353276,2.0,1,0.004999876022338867
52,0,0.05929664464014994,0.5929664464014994,0.14519293736392286,4.37817794152987,3.0075724840352374,0.0,0,0.004999876022338867
53,1,0.05870367819374844,0.5870367819374844,0.09706439279373365,4.37817794152987,3.0075724840352374,2.0,1,0.004999876022338867
54,0,0.05811664141181096,0.5811664141181095,0.13386547203407415,4.37817794152987,3.0745052200522744,0.0,0,0.006000041961669922
55,0,0.05753547499769285,0.5753547499769285,0.20495184524173718,4.583129786771607,3.176981142673143,4.0,1,0.006000041961669922
56,0,0.05696012024771592,0.5696012024771592,0.05756500607710355,4.640694792848711,3.205763645711695,4.0,1,0.006000041961669922
57,1,0.05639051904523876,0.5639051904523876,0.08138307954187776,4.640694792848711,3.205763645711695,0.0,0,0.006000041961669922
58,0,0.05582661385478637,0.5582661385478638,0.13430726649701943,4.640694792848711,3.272917278960205,0.0,0,0.006000041961669922
59,0,0.05526834771623851,0.5526834771623851,0.195425037519344,4.836119830368055,3.370629797719877,4.0,1,0.006000041961669922
60,1,0.054715664239076124,0.5471566423907612,0.09836533888058713,4.836119830368055,3.370629797719877,2.0,1,0.006000041961669922
61,1,0.054168507596685365,0.5416850759668536,0.08031556329401503,4.836119830368055,3.370629797719877,0.0,0,0.006000041961669922
62,0,0.053626822520718515,0.536268225207185,0.13124457379020418,4.836119830368055,3.4362520846149787,0.0,0,0.006000041961669922
63,0,0.05309055429551133,0.5309055429551132,0.1866869889386699,5.022806819306725,3.5295955790843134,4.0,1,0.006000041961669922
64,0,0.05255964875255621,0.525596487525562,0.18383889879275428,5.206645718099479,3.621515028480691,4.0,1,0.006000041961669922
65,1,0.05203405226503065,0.5203405226503064,0.09457237965699107,5.206645718099479,3.621515028480691,2.0,1,0.006000041961669922
66,1,0.05151371174238034,0.5151371174238033,0.07832675439654929,5.206645718099479,3.621515028480691,0.0,0,0.006000041961669922
67,0,0.050998574624956536,0.5099857462495653,0.13512566050964453,5.206645718099479,3.689077858735513,0.0,0,0.006000041961669922
68,0,0.05048858887870697,0.5048858887870696,0.03775098846046737,5.244396706559947,3.707953352965747,4.0,1,0.006000041961669922
69,0,0.0499837029899199,0.4998370298991989,0.12738081975957727,5.244396706559947,3.7716437628455353,0.0,0,0.006000041961669922
70,1,0.049483865960020704,0.49483865960020695,0.09694843702564805,5.244396706559947,3.7716437628455353,2.0,1,0.006000041961669922
71,0,0.0489890273004205,0.4898902730042049,0.11860567898960982,5.244396706559947,3.8309466023403402,0.0,0,0.006000041961669922
72,0,0.048499137027416296,0.48499137027416284,0.16856167665990707,5.412958383219854,3.915227440670294,4.0,1,0.006000041961669922
73,0,0.048014145657142134,0.4801414565714212,0.16606672540377193,5.579025108623625,3.9982608033721796,4.0,1,0.006000041961669922
74,0,0.04753400420057071,0.475340042005707,0.16361667650744235,5.742641785131068,4.080069141625901,4.0,1,0.006000041961669922
75,0,0.047058664158565,0.47058664158564995,0.16121055151931749,5.9038523366503854,4.16067441738556,4.0,1,0.006000041961669922
76,1,0.046588077516979354,0.4658807751697934,0.09173143718584942,5.9038523366503854,4.16067441738556,2.0,1,0.006000041961669922
77,0,0.04612219674180956,0.4612219674180955,0.1335685259960629,5.9038523366503854,4.227458680383592,0.0,0,0.006000041961669922
78,0,0.04566097477439147,0.45660974774391455,0.15568633383601327,6.059538670486399,4.305301847301598,4.0,1,0.006000041961669922
79,1,0.045204365026647556,0.4520436502664754,0.09029435276370192,6.059538670486399,4.305301847301598,2.0,1,0.006000041961669922
80,0,0.04475232137638108,0.44752321376381066,0.12989449796547436,6.059538670486399,4.370249096284335,0.0,0,0.006999969482421875
81,1,0.044304798162617266,0.44304798162617254,0.08967647663259966,6.059538670486399,4.370249096284335,2.0,1,0.006999969482421875
82,1,0.043861750180991095,0.4386175018099108,0.0887013512751029,6.059538670486399,4.370249096284335,0.0,0,0.006999969482421875
83,0,0.04342313267918119,0.4342313267918117,0.1203960754619514,6.059538670486399,4.430447134015311,0.0,0,0.006999969482421875
84,0,0.04298890135238938,0.4298890135238936,0.14590631439490473,6.205444984881304,4.503400291212763,4.0,1,0.006999969482421875
85,0,0.042559012338865485,0.42559012338865465,0.14382628838749054,6.349271273268794,4.575313435406509,4.0,1,0.006999969482421875
86,0,0.04213342221547683,0.4213342221547681,0.1417820361301841,6.491053309398978,4.646204453471601,4.0,1,0.006999969482421875
87,0,0.04171208799332206,0.41712087993322045,0.13977281329218885,6.630826122691167,4.716090860117696,4.0,1,0.006999969482421875
88,0,0.041294967113388835,0.41294967113388825,0.004526179671429224,6.626299943019738,4.713827770281981,4.0,1,0.006999969482421875
89,0,0.04088201744225495,0.40882017442254937,0.12928179046256985,6.626299943019738,4.778468665513266,0.0,0,0.006999969482421875
90,0,0.0404731972678324,0.4047319726783239,0.13507403459636316,6.761373977616102,4.846005682811447,4.0,1,0.006999969482421875
91,0,0.04006846529515407,0.40068465295154065,0.0049604891624242895,6.756413488453678,4.843525438230236,4.0,1,0.006999969482421875
92,0,0.039667780642202534,0.39667780642202527,0.12495885431990816,6.756413488453678,4.906004865390189,0.0,0,0.006999969482421875
93,1,0.03927110283578051,0.392711028357805,0.08920733555025269,6.756413488453678,4.906004865390189,2.0,1,0.006999969482421875
94,0,0.0388783918074227,0.38878391807422696,0.11761397382088595,6.756413488453678,4.964811852300633,0.0,0,0.006999969482421875
95,0,0.03848960788934848,0.3848960788934847,0.12795326096650522,6.884366749420183,5.0287884827838845,4.0,1,0.006999969482421875
96,0,0.038104711810454994,0.38104711810454983,0.1261861661434065,7.010552915563589,5.091881565855588,4.0,1,0.006999969482421875
97,1,0.037723664692350445,0.37723664692350434,0.08632013007830677,7.010552915563589,5.091881565855588,2.0,1,0.006999969482421875
98,0,0.03734642804542694,0.37346428045426927,0.11712913200740874,7.010552915563589,5.150446131859292,0.0,0,0.006999969482421875
99,0,0.03697296376497267,0.36972963764972655,0.12197176316793508,7.132524678731524,5.21143201344326,4.0,1,0.006999969482421875
100,0,0.03660323412732295,0.36603234127322926,0.12030558943583991,7.252830268167364,5.27158480816118,4.0,1,0.006999969482421875
101,1,0.03623720178604972,0.36237201786049694,0.08361076135647641,7.252830268167364,5.27158480816118,2.0,1,0.006999969482421875
102,0,0.035874829768189224,0.358748297681892,0.11613428209263178,7.252830268167364,5.329651949207496,0.0,0,0.006999969482421875
103,0,0.03551608147050733,0.35516081470507305,0.11630511481243,7.3691353829797945,5.387804506613711,4.0,1,0.006999969482421875
104,1,0.03516092065580226,0.3516092065580223,0.08186265623767125,7.3691353829797945,5.387804506613711,2.0,1,0.006999969482421875
105,0,0.034809311449244235,0.34809311449244207,0.11228607425308312,7.3691353829797945,5.4439475437402525,0.0,0,0.007999897003173828
106,1,0.03446121833475179,0.34461218334751764,0.08089506593718133,7.3691353829797945,5.4439475437402525,2.0,1,0.007999897003173828
107,0,0.03411660615140427,0.34116606151404244,0.106220761603867,7.3691353829797945,5.497057924542186,0.0,0,0.007999897003173828
108,0,0.03377544008989023,0.337754400898902,0.1102121812953485,7.479347564275143,5.55216401518986,4.0,1,0.007999897003173828
109,1,0.03343768568899133,0.334376856889913,0.07898405659132327,7.479347564275143,5.55216401518986,2.0,1,0.007999897003173828
110,0,0.03310330883210142,0.33103308832101386,0.10283318917474824,7.479347564275143,5.603580609777234,0.0,0,0.007999897003173828
111,1,0.03277227574378041,0.3277227574378037,0.0778568564513052,7.479347564275143,5.603580609777234,2.0,1,0.007999897003173828
112,0,0.032444552986342606,0.3244455298634257,0.09745043185523605,7.479347564275143,5.652305825704852,0.0,0,0.007999897003173828
113,0,0.03212010745647918,0.3212010745647914,0.10445668507902942,7.583804249354173,5.704534168244367,4.0,1,0.007999897003173828
114,0,0.03179890638191439,0.3179890638191435,0.1030799573932598,7.686884206747433,5.756074146940997,4.0,1,0.007999897003173828
115,1,0.03148091731809525,0.31480917318095203,0.07509902648673882,7.686884206747433,5.756074146940997,2.0,1,0.007999897003173828
116,1,0.031166108144914297,0.3116610814491425,0.0923597233481227,7.686884206747433,5.756074146940997,0.0,0,0.007999897003173828
117,0,0.030854447063465153,0.30854447063465107,0.01180264082802676,7.686884206747433,5.750172826526984,0.0,0,0.007999897003173828
118,0,0.030545902592830503,0.30545902592830454,0.09483691271911289,7.686884206747433,5.79759128288654,0.0,0,0.007999897003173828
119,0,0.030240443566902198,0.3024044356690215,0.09771629546166308,7.784600502209096,5.846449430617372,4.0,1,0.007999897003173828
120,1,0.029938039131233177,0.29938039131233124,0.07140740430538561,7.784600502209096,5.846449430617372,2.0,1,0.007999897003173828
121,1,0.029638658739920845,0.2963865873992079,0.08731068159742082,7.784600502209096,5.846449430617372,0.0,0,0.007999897003173828
122,0,0.029342272152521637,0.29342272152521587,0.09089772577724405,7.784600502209096,5.891898293505994,0.0,0,0.007999897003173828
123,0,0.02904884943099642,0.2904884943099637,0.09358202893707261,7.878182531146169,5.93868930797453,4.0,1,0.007999897003173828
124,0,0.028758360936686458,0.28758360936686406,0.09237708207116584,7.970559613217334,5.984877849010113,4.0,1,0.007999897003173828
125,1,0.028470777327319594,0.2847077732731954,0.06820384269525491,7.970559613217334,5.984877849010113,2.0,1,0.007999897003173828
126,0,0.028186069554046397,0.28186069554046345,0.0894712538720109,7.970559613217334,6.029613475946118,0.0,0,0.007999897003173828
127,0,0.027904208858505933,0.2790420885850588,0.08937561941738485,8.05993523263472,6.074301285654811,4.0,1,0.007999897003173828
128,0,0.027625166769920873,0.2762516676992082,0.010501282488751172,8.049433950145968,6.069050644410435,4.0,1,0.007999897003173828
129,0,0.027348915102221663,0.27348915102221616,0.08630834122448806,8.049433950145968,6.112204815022679,0.0,0,0.007999897003173828
130,0,0.027075425951199446,0.270754259511994,0.08650751851817298,8.135941468664141,6.1554585742817665,4.0,1,0.007999897003173828
131,0,0.026804671691687453,0.26804671691687404,0.010144586025143442,8.125796882638998,6.150386281269194,4.0,1,0.007999897003173828
132,0,0.02653662497477058,0.2653662497477053,0.0832783381498979,8.125796882638998,6.192025450344143,0.0,0,0.007999897003173828
133,0,0.026271258725022874,0.2627125872502282,0.08373754367501218,8.20953442631401,6.233894222181649,4.0,1,0.007999897003173828
134,0,0.026008546137772644,0.2600854613777259,0.0826823790614485,8.292216805375459,6.275235411712374,4.0,1,0.009000062942504883
135,0,0.025748460676394917,0.2574846067639487,0.08164266087224459,8.373859466247703,6.316056742148496,4.0,1,0.009000062942504883
136,0,0.025490976069630966,0.2549097606963092,0.0806181191520666,8.45447758539977,6.35636580172453,4.0,1,0.009000062942504883
137,0,0.025236066308934657,0.2523606630893461,0.07960848954048358,8.534086074940253,6.396170046494771,4.0,1,0.009000062942504883
138,0,0.02498370564584531,0.24983705645845267,0.01753000341227005,8.516556071527983,6.387405044788636,4.0,1,0.009000062942504883
139,0,0.024733868589386858,0.24733868589386815,0.08425954553392644,8.516556071527983,6.4295348175555995,0.0,0,0.009000062942504883
140,0,0.02448652990349299,0.24486529903492946,0.07709202912194749,8.593648100649931,6.4680808321165735,4.0,1,0.009000062942504883
141,1,0.02424166460445806,0.24241664604458016,0.06390964565815034,8.593648100649931,6.4680808321165735,2.0,1,0.009000062942504883
142,0,0.02399924795841348,0.23999247958413436,0.08139992269615472,8.593648100649931,6.50878079346465,0.0,0,0.009000062942504883
143,0,0.023759255478829344,0.23759255478829303,0.07461915384346753,8.668267254493399,6.546090370386384,4.0,1,0.009000062942504883
144,0,0.02352166292404105,0.2352166292404101,0.07369744564659457,8.741964700139993,6.582939093209681,4.0,1,0.009000062942504883
145,0,0.02328644629480064,0.232864462948006,0.07278885602911728,8.81475355616911,6.61933352122424,4.0,1,0.009000062942504883
146,0,0.023053581831852635,0.23053581831852593,0.07189316308393466,8.886646719253045,6.655280102766207,4.0,1,0.009000062942504883
147,0,0.022823046013534107,0.22823046013534068,0.07101014935618304,8.957656868609229,6.690785177444299,4.0,1,0.009000062942504883
148,0,0.022594815553398765,0.22594815553398728,0.07013960173990895,9.027796470349138,6.7258549783142545,4.0,1,0.009000062942504883
149,1,0.022368867397864776,0.22368867397864742,0.059181441733942956,9.027796470349138,6.7258549783142545,2.0,1,0.009000062942504883
150,0,0.02214517872388613,0.22145178723886094,0.0819615948742082,9.027796470349138,6.766835775751359,0.0,0,0.009000062942504883
151,0,0.021923726936647268,0.21923726936647234,0.06790261328103282,9.095699083630171,6.800787082391874,4.0,1,0.009000062942504883
152,0,0.021704489667280794,0.2170448966728076,0.06707620799138855,9.162775291621559,6.834325186387568,4.0,1,0.009000062942504883
153,1,0.021487444770607985,0.21487444770607952,0.057162829553823485,9.162775291621559,6.834325186387568,2.0,1,0.009000062942504883
154,0,0.021272570322901904,0.21272570322901874,0.07957265903952004,9.162775291621559,6.8741115159073285,0.0,0,0.009000062942504883
155,0,0.021059844619672884,0.21059844619672854,0.06494271608603876,9.227718007707598,6.906582873950348,4.0,1,0.009000062942504883
156,0,0.020849246173476155,0.20849246173476127,0.06415788825769317,9.29187589596529,6.938661818079194,4.0,1,0.009000062942504883
157,0,0.020640753711741393,0.20640753711741366,0.06338388265809698,9.355259778623388,6.970353759408243,4.0,1,0.009000062942504883
158,0,0.020434346174623978,0.20434346174623952,0.06262052301150327,9.417880301634892,7.001664020913995,4.0,1,0.009000062942504883
159,0,0.020230002712877736,0.20230002712877712,0.026116474998641805,9.39176382663625,6.988605783414674,4.0,1,0.009000062942504883
160,0,0.02002770268574896,0.20027702685748935,0.07744992423155167,9.39176382663625,7.02733074553045,0.0,0,0.009000062942504883
161,0,0.01982742565889147,0.19827425658891445,0.06068825272771624,9.452452079363967,7.057674871894308,4.0,1,0.009000062942504883
162,1,0.019629151402302553,0.1962915140230253,0.05387117093103697,9.452452079363967,7.057674871894308,2.0,1,0.009999990463256836
163,0,0.019432859888279527,0.19432859888279505,0.07470592218691073,9.452452079363967,7.095027832987764,0.0,0,0.009999990463256836
164,0,0.019238531289396732,0.1923853128939671,0.05876899564855024,9.511221075012518,7.124412330812039,4.0,1,0.009999990463256836
165,0,0.019046145976502765,0.19046145976502743,0.058069373405063254,9.569290448417581,7.153447017514571,4.0,1,0.009999990463256836
166,0,0.018855684516737737,0.18855684516737714,0.05737918589251159,9.626669634310092,7.182136610460827,4.0,1,0.009999990463256836
167,0,0.01866712767157036,0.18667127671570335,0.05669828357471186,9.683367917884803,7.210485752248182,4.0,1,0.009999990463256836
168,0,0.018480456394854655,0.18480456394854633,0.02623346413375226,9.657134453751052,7.197369020181306,4.0,1,0.009999990463256836
169,1,0.018295651830906107,0.18295651830906087,0.06595402885232957,9.657134453751052,7.197369020181306,0.0,0,0.009999990463256836
170,0,0.018112695312597047,0.18112695312597027,0.07161429028205635,9.657134453751052,7.233176165322334,0.0,0,0.009999990463256836
171,0,0.017931568359471076,0.17931568359471056,0.054409516776480274,9.711543970527533,7.260380923710574,4.0,1,0.009999990463256836
172,0,0.017752252675876365,0.17752252675876345,0.05376883245973662,9.76531280298727,7.2872653399404435,4.0,1,0.009999990463256836
173,0,0.0175747301491176,0.17574730149117582,0.05313664686304797,9.818449449850318,7.313833663371968,4.0,1,0.009999990463256836
174,0,0.017398982847626424,0.17398982847626407,0.05251282803368243,9.870962277884,7.340090077388808,4.0,1,0.009999990463256836
175,0,0.01722499301915016,0.17224993019150142,0.051897246443716016,9.922859524327716,7.366038700610666,4.0,1,0.009999990463256836
176,0,0.01705274308895866,0.1705274308895864,0.051289774938215925,9.974149299265932,7.391683588079774,4.0,1,0.009999990463256836
177,0,0.01688221565806907,0.16882215658069055,0.05069028868467768,10.02483958795061,7.4170287324221125,4.0,1,0.009999990463256836
178,1,0.01671339350148838,0.16713393501488363,0.04716961360844914,10.02483958795061,7.4170287324221125,2.0,1,0.009999990463256836
179,0,0.016546259566473494,0.16546259566473479,0.06971167083823462,10.02483958795061,7.45188456784123,0.0,0,0.009999990463256836
180,0,0.01638079697080876,0.16380796970808745,0.04910170168772053,10.073941289638329,7.4764354186850905,4.0,1,0.009999990463256836
181,0,0.016216989001100673,0.16216989001100657,0.04853105649522282,10.122472346133552,7.500700946932701,4.0,1,0.009999990463256836
182,0,0.016054819111089667,0.1605481911108965,0.04796783019694051,10.170440176330493,7.524684862031172,4.0,1,0.009999990463256836
183,0,0.01589427091997877,0.15894270919978754,0.04741191052611173,10.217852086856604,7.548390817294228,4.0,1,0.009999990463256836
184,0,0.01573532821077898,0.15735328210778965,0.046863187223527766,10.264715274080132,7.571822410905991,4.0,1,0.009999990463256836
185,0,0.015577974928671192,0.15577974928671176,0.04632155199572791,10.31103682607586,7.594983186903855,4.0,1,0.009999990463256836
186,0,0.01542219517938448,0.15422195179384465,0.04578689847418162,10.356823724550042,7.617876636140947,4.0,1,0.009999990463256836
187,0,0.015267973227590634,0.1526797322759062,0.045259122175431994,10.402082846725474,7.640506197228662,4.0,1,0.009999990463256836
188,0,0.015115293495314729,0.15115293495314713,0.04473812046217548,10.44682096718765,7.662875257459751,4.0,1,0.009999990463256836
189,0,0.01496414056036158,0.14964140560361566,0.04422379250525348,10.491044759692903,7.6849871537123775,4.0,1,0.009999990463256836
190,0,0.014814499154757965,0.1481449915475795,0.04371603924653201,10.534760798939434,7.706845173335642,4.0,1,0.010999917984008789
191,0,0.014666354163210386,0.1466635416321037,0.043214763362646444,10.57797556230208,7.7284525550169665,4.0,1,0.010999917984008789
192,0,0.014519690621578282,0.14519690621578268,0.04271986922958896,10.62069543153167,7.749812489631761,4.0,1,0.010999917984008789
193,0,0.014374493715362499,0.14374493715362485,0.04223126288811689,10.662926694419788,7.770928121075819,4.0,1,0.010999917984008789
194,0,0.014230748778208874,0.1423074877820886,0.041748852009960986,10.70467554642975,7.791802547080801,4.0,1,0.010999917984008789
195,0,0.014088441290426785,0.1408844129042677,0.041272545864812875,10.745948092294562,7.812438820013206,4.0,1,0.010999917984008789
196,0,0.013947556877522518,0.13947556877522502,0.032845262078519226,10.713102830216043,7.796016188973947,4.0,1,0.010999917984008789
197,0,0.013808081308747293,0.13808081308747278,0.0657659995590034,10.713102830216043,7.828899188753448,0.0,0,0.010999917984008789
198,0,0.01367000049565982,0.13670000495659804,0.04003518988272848,10.75313802009877,7.848916783694813,4.0,1,0.010999917984008789
199,0,0.013533300490703223,0.13533300490703207,0.03958065715841268,10.792718677257183,7.868707112274018,4.0,1,0.010999917984008789
200,0,0.01339796748579619,0.13397967485796175,0.03138464082526457,10.761334036431919,7.853014791861387,4.0,1,0.010999917984008789
201,0,0.013263987810938228,0.13263987810938213,0.06287800167173445,10.761334036431919,7.884453792697254,0.0,0,0.010999917984008789
202,0,0.013131347932828845,0.1313134793282883,0.03839430958593728,10.799728346017856,7.903650947490222,4.0,1,0.010999917984008789
203,0,0.013000034453500557,0.13000034453500542,0.03796045375533437,10.83768879977319,7.92263117436789,4.0,1,0.010999917984008789
204,0,0.01287003410896555,0.12870034108965536,0.03753199398431872,10.875220793757508,7.941397171360048,4.0,1,0.010999917984008789
205,0,0.012741333767875895,0.12741333767875881,0.037108853278242725,10.912329647035751,7.95995159799917,4.0,1,0.010999917984008789
206,0,0.012613920430197136,0.12613920430197123,0.03669095593320952,10.949020602968961,7.978297075965775,4.0,1,0.010999917984008789
207,0,0.012487781225895164,0.12487781225895152,0.03627822751081115,10.985298830479772,7.99643618972118,4.0,1,0.010999917984008789
208,0,0.012362903413636212,0.123629034136362,0.03587059481342962,11.021169425293202,8.014371487127896,4.0,1,0.010999917984008789
209,0,0.01223927437949985,0.12239274379499838,0.03546798586008759,11.05663741115329,8.03210548005794,4.0,1,0.010999917984008789
210,0,0.012116881635704851,0.1211688163570484,0.03507032986283435,11.091707741016124,8.049640644989356,4.0,1,0.010999917984008789
211,0,0.011995712819347802,0.11995712819347792,0.03467755720365458,11.126385298219779,8.066979423591183,4.0,1,0.010999917984008789
212,0,0.011875755691154323,0.11875755691154315,0.03428959941188637,11.160674897631665,8.084124223297128,4.0,1,0.010999917984008789
213,0,0.01175699813424278,0.11756998134242772,0.03390638914213655,11.194581286773802,8.101077417868195,4.0,1,0.010999917984008789
214,0,0.011639428152900352,0.11639428152900344,0.03352786015268077,11.228109146926483,8.117841347944536,4.0,1,0.010999917984008789
215,1,0.011523033871371349,0.11523033871371341,0.03403460314287966,11.228109146926483,8.117841347944536,2.0,1,0.010999917984008789
216,0,0.011407803532657634,0.11407803532657627,0.05815384165033774,11.228109146926483,8.146918268769705,0.0,0,0.011999845504760742
217,0,0.011293725497331058,0.11293725497331052,0.032494183733378264,11.260603330659862,8.163165360636395,4.0,1,0.011999845504760742
218,0,0.011180788242357747,0.1118078824235774,0.03213291083730136,11.292736241497163,8.179231816055045,4.0,1,0.011999845504760742
219,0,0.01106898035993417,0.11068980359934164,0.03177601387303179,11.324512255370195,8.195119822991561,4.0,1,0.011999845504760742
220,0,0.010958290556334828,0.10958290556334822,0.031423432655027186,11.355935688025221,8.210831539319074,4.0,1,0.011999845504760742
221,0,0.01084870765077148,0.10848707650771475,0.031075107965051113,11.387010795990273,8.2263690933016,4.0,1,0.011999845504760742
222,0,0.010740220574263765,0.1074022057426376,0.030730981534009227,11.417741777524283,8.241734584068604,4.0,1,0.011999845504760742
